#deck:Terraform AWS Mastery::Phase 1 - Foundations::03-core-workflow
#separator:Comma
#columns:Front,Back,Tags
"When would terraform plan -refresh=false be a reasonable choice?","Immediately after your own apply, when you're confident nothing else has changed — skipping the refresh saves time on read-only API calls. It becomes risky if time has passed or if other engineers/automation might have touched the same resources, since it could plan against stale information.","demo03,refresh-false,best-practice"
"What is the default value of terraform apply's -parallelism flag, and what does it control?","The default is 10. It controls the maximum number of resource operations (create/update/delete) that can run CONCURRENTLY during apply — it does NOT change the order resources are created in (the dependency graph still determines order), only how many independent, ready-to-run operations happen simultaneously.","demo03,parallelism,apply"
"A configuration has 5 resources where each depends on the previous one (a linear chain). Will -parallelism=2 vs -parallelism=10 make any difference to apply speed?","No meaningful difference. In a fully linear dependency chain, only one resource is ever 'ready to run' at a time — there's no independent work to parallelize regardless of the -parallelism value. Parallelism only matters when MULTIPLE resources are simultaneously ready (no dependencies between them).","demo03,parallelism,dependency-graph"
"When should you consider LOWERING -parallelism below the default of 10?","When an AWS API is returning ThrottlingException or RequestLimitExceeded errors because too many concurrent calls are hitting the same service. Lowering parallelism trades apply speed for staying under the service's rate limits.","demo03,parallelism,throttling"
"What format does terraform graph output, and does it require AWS credentials or make API calls?","It outputs DOT format (a plain-text graph description language). It makes ZERO API calls and requires no AWS credentials — it reflects only the dependency graph Terraform itself computes from the configuration.","demo03,graph,cli"
"In terraform graph output, what does an edge A -> B mean?","A depends on B — B must be created/updated before A. The arrow points FROM the dependent resource TO the resource it depends on.","demo03,graph,dependency-graph"
"An aws_sns_topic_subscription resource has a depends_on pointing to an aws_sqs_queue_policy resource, but the subscription's arguments (topic_arn, endpoint) don't reference the policy at all. Why is depends_on needed here?","Without depends_on, there's no ATTRIBUTE reference linking the subscription to the policy, so Terraform wouldn't know to wait for the policy before creating the subscription. But there IS a real-world ordering requirement: if the subscription is created before the policy exists, SNS would briefly be subscribed to a queue it doesn't have permission to deliver to. depends_on expresses this ordering requirement explicitly.","demo03,depends_on,sns,sqs"
"What does TF_LOG=DEBUG enable, and how is its output typically captured for review?","TF_LOG=DEBUG enables Terraform's internal debug logging, showing provider plugin operations and API request/response details. TF_LOG_PATH=filename redirects this (often large) output to a file instead of the terminal, so it can be searched with grep for the specific resource/operation of interest.","demo03,tf_log,debugging"
"List the TF_LOG levels from highest to lowest verbosity.","TRACE (highest, includes full request/response bodies) > DEBUG > INFO > WARN > ERROR (lowest, errors only).","demo03,tf_log,levels"
"terraform apply reports 'Apply complete! Resources: 0 added, 1 changed, 0 destroyed' after you update an SQS queue policy's Condition block with a wrong topic ARN. Is this apply considered successful by Terraform, and why might that be misleading?","Yes, Terraform considers it fully successful — the API call to update the queue policy succeeded, and the policy JSON was syntactically valid. It's misleading because the DEPLOYED RESULT is now broken (SNS can no longer deliver to this queue due to the ARN mismatch), but nothing in Terraform's success-reporting reflects this — only inspecting the actual deployed policy (e.g. via TF_LOG=DEBUG) would reveal the mismatch.","demo03,tf_log,semantic-errors"
"In this demo's SNS->SQS pattern, what happens if the aws_sqs_queue_policy resource is missing entirely (subscription still exists)?","The subscription can still show status 'Confirmed' and appear to exist correctly, but message DELIVERY silently fails — SQS rejects SNS's delivery attempts because there's no policy granting sns.amazonaws.com permission to call sqs:SendMessage on this queue. The failure is invisible from the Terraform/subscription side.","demo03,sns,sqs,queue-policy"
"In an aws_sqs_queue_policy's policy JSON, what is the purpose of the Condition block with ArnEquals on aws:SourceArn?","It restricts which SNS topic is allowed to deliver messages to this queue — without it, the policy would allow ANY SNS topic in AWS (including topics in other accounts) to send messages here. Restricting aws:SourceArn to this specific topic's ARN applies least-privilege to this inter-service permission.","demo03,sqs,iam-policy,security"
"For aws_sns_topic_subscription with protocol = \"sqs\", should the endpoint argument be the queue's URL or its ARN?","Its ARN, not its URL. This is a common mistake — aws_sqs_queue_policy's queue_url argument DOES want the URL (aws_sqs_queue.x.id), but aws_sns_topic_subscription's endpoint for SQS protocol wants the ARN (aws_sqs_queue.x.arn).","demo03,sns,sqs,subscription"
"After an SQS subscription to an SNS topic is created via Terraform, how do you verify in the Console that delivery will actually work (not just that the subscription resource exists)?","Check the subscription's status is 'Confirmed' (not 'PendingConfirmation') — for SQS protocol, AWS auto-confirms once the queue's access policy allows it. Then separately check the queue's Access Policy tab shows the AllowSNSDelivery statement with the correct topic ARN in its Condition.","demo03,sns,sqs,verification"
"terraform fmt -check -diff -recursive is run in CI and prints a diff showing 'name = local.queue_name' changing alignment. What does this tell you, and has anything been written to disk?","It tells you 05-main.tf is not in canonical HCL format (the = signs aren't aligned per Terraform's style). -diff shows WHAT would change without writing it. -check means nothing was written — this is purely a CI failure signal (exit code 3) for a human/pipeline to act on by running plain terraform fmt -recursive.","demo03,fmt,cicd"
"What is the difference between terraform fmt -write=false and terraform fmt -check?","-write=false prevents writing changes to disk (often paired with -diff to preview only). -check ALSO prevents writing but additionally sets the exit code to 3 if any file would be reformatted, making it suitable for CI pass/fail gates. -write=false alone doesn't set a distinct failure exit code the way -check does.","demo03,fmt,cli"
