#deck:Terraform AWS Mastery::Phase 1 - Foundations::05-variables-locals-outputs
#separator:Comma
#columns:Front,Back,Tags
"What is the difference between try() and coalesce()?","try(expr, fallback) catches ERRORS — returns the first argument that evaluates without error. coalesce(val1, val2) skips null and empty string — returns the first non-null, non-empty value. Use try() for optional object attributes or failing type conversions. Use coalesce() for 'use this value if set, otherwise fall back.'","demo05,locals,try,coalesce"
"You call merge(local.common_tags, var.extra_tags). Both have key 'Owner'. Which value appears?","var.extra_tags's value — merge() uses right-most-wins for key conflicts. merge(common, extra) means extra wins. merge(extra, common) would mean common wins.","demo05,locals,merge"
"Can locals reference other locals? Does the order they are written in matter?","Yes, locals can reference other locals. No, order does not matter — Terraform resolves the dependency order automatically from references within each expression, exactly as it does for resources.","demo05,locals,ordering"
"What happens if two locals reference each other circularly?","terraform plan errors: 'Cycle in local values: local.a -> local.b -> local.a'. Detected at plan time before evaluating any value. Fix: break the cycle by extracting the shared value into a third local that neither side references back.","demo05,locals,circular"
"What does data.aws_caller_identity return and what arguments does it require?","No arguments — body is empty ({}). Makes a single sts:GetCallerIdentity API call. Returns: account_id (AWS account ID), arn (ARN of the caller), user_id (unique caller ID).","demo05,data-sources,aws-caller-identity"
"What is the difference between aws_iam_role_policy (inline) and aws_iam_policy (managed)?","Inline: attached to exactly one role, destroyed with the role, cannot be reused. Managed: standalone resource attachable to multiple roles via aws_iam_role_policy_attachment. Use inline for role-specific permissions, managed for shared permissions.","demo05,iam,policy"
"terraform output role_unique_id shows (sensitive value). Does terraform output -json also redact it?","No — terraform output -json always shows the actual value even for sensitive outputs. -json is for programmatic consumption. Treat -json output with the same care as the state file.","demo05,outputs,sensitive,ta004"
"Can terraform_remote_state read sensitive = true outputs from the producer?","Yes — sensitive = true only redacts from terminal display. The value is in the state file in plaintext and any consumer with s3:GetObject access can read it via terraform_remote_state. All non-ephemeral outputs are accessible regardless of sensitivity.","demo05,remote-state,sensitive,ta004"
"Can terraform_remote_state read ephemeral = true outputs from the producer?","No — ephemeral outputs are never written to state. Since terraform_remote_state reads the state file, ephemeral outputs simply do not exist there.","demo05,remote-state,ephemeral,ta004"
"What IAM permissions does the consumer need for terraform_remote_state with S3 backend?","s3:GetObject on the state bucket and key path, using the consumer's own AWS credentials from the consumer's provider block. No special Terraform permissions — it is a standard S3 read.","demo05,remote-state,iam"
"A producer has never been applied. What happens when the consumer runs terraform plan with terraform_remote_state?","plan fails immediately: 'Error loading state error: NoSuchKey — the specified key does not exist.' Handle by applying the producer first, or wrapping the reference in try() with a fallback for bootstrap scenarios.","demo05,remote-state,error"
"You run terraform plan -var='environment=prod' with TF_VAR_environment=staging also set. Which value wins?","prod — CLI -var flag has higher precedence than TF_VAR_ environment variables. Full order: CLI -var > CLI -var-file > *.auto.tfvars > terraform.tfvars > TF_VAR_ > default.","demo05,variables,precedence,ta004"
"What does terraform output -raw do differently from terraform output <NAME>?","terraform output <NAME> prints the value with surrounding quotes and formatting. terraform output -raw <NAME> prints the raw value with no quotes or extra characters — suitable for capturing in a shell variable: ROLE_ARN=$(terraform output -raw role_arn).","demo05,outputs,commands"
"What does terraform output -no-color do and when is it needed?","Strips ANSI colour escape codes from output. Without it, CI log systems that do not interpret ANSI display literal escape sequences (e.g. ESC[32m) instead of colour formatting. Use in any CI environment where output is captured as plain text.","demo05,outputs,commands"
"Is ephemeral = true on an output valid in a root module?","No. Ephemeral outputs are only valid in child modules. terraform validate errors in a root module: 'Ephemeral output not allowed — Ephemeral outputs are not allowed in context of a root module.' Root modules have no caller to receive the ephemeral value.","demo05,outputs,ephemeral,ta004"
"What is the conditional operator syntax in Terraform, and why is it the only conditional mechanism?","Syntax: condition ? value_if_true : value_if_false. HCL has no if statement — the conditional expression IS the if/else mechanism. For conditional resource creation: count = var.create ? 1 : 0.","demo05,language,conditional"
"What does coalesce() return when called with coalesce('', 'fallback')?","'fallback' — coalesce() treats empty string the same as null, skipping both. Only non-null, non-empty string values satisfy coalesce.","demo05,functions,coalesce,ta004"
